GPU,CNT
"""NVIDIA Class 3 NVIDIA Corporation GeForce 810A/PCIe/SSE2""",488
"""INTEL  Class 5 Intel Intel(R) Iris(R) Plus Graphics 640""",487
"""MISC   Class 0 Red Hat virgl""",485
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 6320 Graphics""",484
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon(TM) R7 250""",484
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon(TM) Vega 8 Graphics """,483
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 7560D""",482
"""NVIDIA Class 5 NVIDIA Corporation GeForce 9600 GT/PCIe/SSE2""",476
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 6700 Series""",476
"""NVIDIA Class 5 NVIDIA Corporation Quadro P3200/PCIe/SSE2""",474
"""NVIDIA Class 5 NVIDIA Corporation Quadro K1200/PCIe/SSE2""",473
"""INTEL  Class 3 Intel Mesa Intel(R) HD Graphics 630 (KBL GT2)""",472
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 460 SE/PCIe/SSE2""",469
"""INTEL  Class 3 Intel Intel(R) Iris(TM) Graphics 5100""",464
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) Vega 9 Graphics""",464
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 8790M""",459
"""ATI    Class 4 ATI Technologies Inc. ATI Radeon HD 4800 Series""",458
"""INTEL  Class 2 Intel Mesa Intel(R) HD Graphics 5500 (BDW GT2)""",458
"""NVIDIA Class 3 NVIDIA Corporation GeForce 940MX/PCIe/SSE2""",457
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon (TM) R5 M335""",457
"""ATI    Class 2 ATI Technologies Inc. ATI Radeon HD 5400 Series""",454
"""NVIDIA Class 5 NVIDIA Corporation NVIDIA TITAN X (Pascal)/PCIe/SSE2""",453
"""NVIDIA Class 1 NVIDIA Corporation GeForce 7025 / nForce 630a/integrated/SSE2""",449
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce MX150/PCIe/SSE2""",446
"""INTEL  Class 3 Intel Inc. Intel(R) HD Graphics 5300""",446
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon RX 560 OpenGL Engine""",445
"""NVIDIA Class 3 NVIDIA Corporation Quadro K420/PCIe/SSE2""",444
"""ATI    Class 5 ATI Technologies Inc. Radeon RX 5700""",441
"""ATI    Class 5 ATI Technologies Inc. Radeon (TM) RX 460""",440
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 6500 Series""",438
"""ATI    Class 5 ATI Technologies Inc. Radeon (TM) RX 570 Graphics""",435
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon RX 6700M""",435
"""INTEL  Class 4 Intel Intel(R) UHD Graphics 610""",435
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX 1080 with Max-Q Design/PCIe/SSE2""",433
"""INTEL  Class 5 Intel Mesa Intel(R) Xe Graphics (TGL GT2)""",433
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7660D""",433
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) HD 6520G""",431
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon (TM) HD 8500M/8700M""",430
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 8550G""",424
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 8400""",424
"""NVIDIA Class 4 NVIDIA Corporation Quadro K3000M/PCIe/SSE2""",420
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R9 M200X Series""",420
"""NVIDIA Class 5 NVIDIA Corporation Quadro M2200/PCIe/SSE2""",415
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon R5""",415
"""INTEL  Class 1 Intel Open Source Technology Center Mesa DRI Intel(R) HD Graphics 2500 (IVB GT1)""",414
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 240M/PCIe/SSE2""",414
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon(TM) R4 Graphics""",414
"""NVIDIA Class 3 NVIDIA Corporation Quadro FX 880M/PCIe/SSE2""",413
"""NVIDIA Class 4 NVIDIA Corporation GeForce GPU/PCIe/SSE2""",412
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon (TM) RX 560""",411
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 770M/PCIe/SSE2""",411
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GT 630/PCIe/SSE2""",410
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 7660D""",410
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 6520G""",409
"""NVIDIA Class 4 NVIDIA Corporation NVIDIA GeForce RTX 2070 with Max-Q Design/PCIe/SSE2""",408
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 750/PCIe/SSE2""",406
"""ATI    Class 5 ATI Technologies Inc. Radeon RX 550X""",406
"""INTEL  Class 4 Intel Mesa Intel(R) UHD Graphics 620 (KBL GT2)""",405
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 640M LE/PCIe/SSE2""",404
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX 680M/PCIe/SSE2""",404
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon RX Vega 8 Graphics""",403
"""NVIDIA Class 4 NVIDIA Corporation NVIDIA GeForce RTX 2080/PCIe/SSE2""",403
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX 675MX/PCIe/SSE2""",402
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7450""",401
"""NVIDIA Class 4 NVIDIA Corporation Quadro M620/PCIe/SSE2""",399
"""NVIDIA Class 5 NVIDIA Corporation NVIDIA GeForce GPU/PCIe/SSE2""",399
"""INTEL  Class 4 Intel Intel(R) UHD Graphics 770""",398
"""NVIDIA Class 2 NVIDIA Corporation GeForce 8500 GT/PCIe/SSE2""",393
"""ATI    Class 3 ATI Technologies Inc. Radeon(TM) 530""",393
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 8470""",393
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 5700 Series""",392
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R7 M260X""",391
"""ATI    Class 4 ATI Technologies Inc. AMD Mobility Radeon HD 5800 Series""",384
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce 940MX/PCIe/SSE2""",383
"""ATI    Class 4 ATI Technologies Inc. Radeon (TM) RX 550""",383
"""NVIDIA Class 3 NVIDIA Corporation GeForce MX230/PCIe/SSE2""",382
"""NVIDIA Class 5 NVIDIA Corporation Quadro P3000/PCIe/SSE2""",382
"""NVIDIA Class 5 NVIDIA Corporation Quadro K4100M/PCIe/SSE2""",382
"""NVIDIA Class 2 NVIDIA Corporation GeForce GT 635M/PCIe/SSE2""",381
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GTX 680 OpenGL Engine""",381
"""INTEL  Class 1 Intel Open Source Technology Center Mesa DRI Mobile Intel® GM45 Express Chipset (CTG)""",380
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GTX 660M OpenGL Engine""",380
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon(TM) Graphics""",380
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R5 430""",379
"""ATI    Class 4 ATI Technologies Inc. AMD FirePro W2100""",379
"""NVIDIA Class 3 NVIDIA Corporation GeForce 940M/PCIe/SSE2""",374
"""NVIDIA Class 3 NVIDIA Corporation GeForce 510/PCIe/SSE2""",373
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon Pro 5500M""",371
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon RX Vega 8 Graphics""",370
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon(TM) RX Vega 10 Graphics """,370
"""NVIDIA Class 3 NVIDIA Corporation GeForce MX150/PCIe/SSE2""",368
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) HD8490""",366
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX TITAN/PCIe/SSE2""",366
"""ATI    Class 5 ATI Technologies Inc. Radeon RX 5300""",366
"""NVIDIA Class 5 NVIDIA Corporation /PCIe/SSE2""",363
"""NVIDIA Class 5 NVIDIA Corporation GeForce RTX 2080 Super/PCIe/SSE2""",363
"""NVIDIA Class 5 NVIDIA Corporation Quadro M4000M/PCIe/SSE2""",362
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) R5 M330""",362
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon RX 6700 XT""",362
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 8600/8700M""",360
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon RX 6500 XT""",360
"""NVIDIA Class 5 NVIDIA Corporation Quadro 5000/PCIe/SSE2""",359
"""INTEL  Class 3 Intel Intel(R) Iris(TM) Pro Graphics 5200""",359
"""INTEL  Class 4 Intel Intel(R) Iris(TM) Graphics 550""",357
"""NVIDIA Class 4 NVIDIA Corporation NVIDIA GeForce MX250/PCIe/SSE2""",357
"""NVIDIA Class 4 NVIDIA Corporation NVIDIA GeForce GTX 1050 Ti/PCIe/SSE2""",356
"""ATI    Class 4 ATI Technologies Inc. AMD 15D8:D9""",356
"""ATI    Class 5 ATI Technologies Inc. RX 6800 XT""",353
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon (TM) 535DX""",353
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon RX 5500M Series""",351
"""ATI    Class 5 ATI Technologies Inc. Radeon (TM) RX 550""",349
"""ATI    Class 4 ATI Technologies Inc. Radeon 530 Series""",348
"""INTEL  Class 4 Intel Mesa Intel(R) Xe Graphics (TGL GT2)""",347
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon (TM) RX 580X""",347
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon (TM) R9 360""",342
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7500/7600 Series""",341
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R7 M260""",341
"""ATI    Class 5 ATI Technologies Inc. Radeon 550 Series""",340
"""ATI    Class 3 ATI Technologies Inc. ATI Mobility Radeon HD 4650""",337
"""ATI    Class 5 ATI Technologies Inc. Radeon RX 560""",336
"""ATI    Class 3 ATI Technologies Inc. Radeon 520 Series""",335
"""ATI    Class 3 ATI Technologies Inc. Radeon RX550/550 Series""",334
"""NVIDIA Class 5 NVIDIA Corporation Quadro RTX 3000 with Max-Q Design/PCIe/SSE2""",333
"""ATI    Class 2 ATI Technologies Inc. ATI Radeon HD 4200""",332
"""NVIDIA Class 5 NVIDIA Corporation NVIDIA RTX A2000 Laptop GPU/PCIe/SSE2""",332
"""INTEL  Class 1 Intel Mobile Intel(R) 4 Series Express Chipset Family""",330
"""INTEL  Class 5 Intel Intel(R) UHD Graphics""",329
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon (TM) RX 480""",327
"""ATI    Class 4 ATI Technologies Inc. AMD 15D8:CC""",327
"""ATI    Class 5 ATI Technologies Inc. AMD 15DD Graphics""",327
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 5570""",327
"""NVIDIA Class 2 NVIDIA Corporation Quadro NVS 320M/PCIe/SSE2""",326
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GT 1030/PCIe/SSE2""",324
"""NVIDIA Class 5 NVIDIA Corporation NVIDIA GeForce GTX TITAN Black/PCIe/SSE2""",323
"""NVIDIA Class 4 NVIDIA Corporation Quadro FX 3800/PCIe/SSE2""",322
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 710/PCIe/SSE2/3DNOW!""",321
"""INTEL  Class 2 Intel Intel(R) UHD Graphics 620""",320
"""NVIDIA Class 5 NVIDIA Corporation NVIDIA GeForce GTX 960A/PCIe/SSE2""",320
"""ATI    Class 5 ATI Technologies Inc. Radeon Pro Vega 56""",319
"""NVIDIA Class 4 NVIDIA Corporation GeForce RTX 2070/PCIe/SSE2""",319
"""NVIDIA Class 5 NVIDIA Corporation Quadro T1000 with Max-Q Design/PCIe/SSE2""",317
"""MISC   Class 2 Red Hat virgl""",313
"""ATI    Class 5 ATI Technologies Inc. Radeon (TM) RX 550X""",313
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 7620G""",313
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 4600 Series""",312
"""INTEL  Class 1 Intel Open Source Technology Center Mesa DRI Intel(R) HD Graphics (ILK)""",312
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 960M/PCIe/SSE2""",312
"""ATI    Class 4 ATI Technologies Inc. AMD 15DD Graphics""",312
"""NVIDIA Class 3 NVIDIA Corporation GeForce 920MX/PCIe/SSE2""",311
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 550 Ti/PCIe/SSE2""",311
"""NVIDIA Class 3 NVIDIA Corporation GeForce 8600 GT/PCIe/SSE2""",311
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 1070/PCIe/SSE2""",310
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 1050 Ti/PCIe/SSE2""",310
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon (TM) RX 640""",309
"""NVIDIA Class 5 NVIDIA Corporation Quadro T2000 with Max-Q Design/PCIe/SSE2""",309
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon(TM) R8 M445DX""",309
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon(TM) RX Vega 10 Graphics""",309
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 675M/PCIe/SSE2""",308
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon (TM) 520""",307
"""NVIDIA Class 4 NVIDIA Corporation GeForce 845M/PCIe/SSE2""",305
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 6570""",305
"""INTEL  Class 5 Intel Intel(R) Iris(R) Xe MAX Graphics""",305
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon(TM) HD 8610G""",305
"""NVIDIA Class 4 NVIDIA Corporation unknown board/PCIe/SSE2""",304
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon(TM) R7 M440""",303
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon(TM) Vega 8 Graphics""",302
"""NVIDIA Class 4 NVIDIA Corporation NVIDIA GeForce RTX 3060 Laptop GPU/PCIe/SSE2""",302
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon Pro Vega 64X OpenGL Engine""",301
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) Vega 11 Graphics""",301
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 7400M Series""",301
"""NVIDIA Class 5 NVIDIA Corporation Quadro FX 4800/PCIe/SSE2""",299
"""INTEL  Class 3 Intel Intel(R) HD Graphics 4200""",298
"""INTEL  Class 4 Intel Intel(R) HD Graphics 5500""",298
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon(TM) Vega 3 Graphics""",297
"""INTEL  Class 1 Intel Open Source Technology Center Mesa DRI Intel(R) Haswell Mobile """,297
"""NVIDIA Class 3 NVIDIA Corporation GeForce 315M/PCIe/SSE2""",296
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 7480D""",295
"""NVIDIA Class 5 NVIDIA Corporation NVIDIA T600/PCIe/SSE2""",295
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R5 435""",293
"""NVIDIA Class 4 NVIDIA Corporation NVIDIA GeForce RTX 3070/PCIe/SSE2""",292
"""NVIDIA Class 4 NVIDIA Corporation GeForce GT 640M/PCIe/SSE2""",292
"""ATI    Class 5 ATI Technologies Inc. Radeon RX 570""",291
"""INTEL  Class 1 Intel Open Source Technology Center Mesa DRI Intel(R) HD Graphics (BYT)""",291
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX 295/PCIe/SSE2""",291
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GTX 960M/PCIe/SSE2""",291
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) HD 8610G""",290
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 750 Ti/PCIe/SSE2""",290
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon(TM) R5 Graphics""",287
"""ATI    Class 4 ATI Technologies Inc. ATI Radeon HD 4600 Series""",287
"""ATI    Class 5 ATI Technologies Inc. ASUS R7 250X Series""",287
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GT 330M OpenGL Engine""",287
"""NVIDIA Class 4 NVIDIA Corporation Quadro FX 1800/PCIe/SSE2""",286
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R7 M265""",286
"""NVIDIA Class 5 NVIDIA Corporation Quadro P600/PCIe/SSE2""",285
"""ATI    Class 3 ATI Technologies Inc. Radeon (TM) HD 6470M""",285
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R7 M265 Series""",284
"""NVIDIA Class 5 NVIDIA Corporation Quadro M2000/PCIe/SSE2""",282
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon(TM) HD 8510G""",282
"""INTEL  Class 5 Intel Intel(R) Iris(R) Plus Graphics 655""",282
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon RX Vega 56 OpenGL Engine""",281
"""NVIDIA Class 4 NVIDIA Corporation NVIDIA GeForce MX150/PCIe/SSE2""",280
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 8670D + R7 240 Dual Graphics""",280
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 6530D""",279
"""ATI    Class 5 ATI Technologies Inc. Radeon RX 550 Series""",278
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon HD 6770""",278
"""NVIDIA Class 1 NVIDIA Corporation NVS 5200M/PCIe/SSE2""",275
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7300 Series""",274
"""ATI    Class 5 ATI Technologies Inc. ATI Radeon HD 4800 Series""",274
"""ATI    Class 4 ATI Technologies Inc. Radeon RX 560""",274
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7550M/7650M Graphics""",272
"""ATI    Class 2 ATI Technologies Inc. ATI Radeon HD 3200 Graphics""",271
"""ATI    Class 3 ATI Technologies Inc. ATI Mobility Radeon HD 4500 Series""",271
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 960/PCIe/SSE2""",270
"""ATI    Class 1 ATI Technologies Inc. ATI Mobility Radeon HD 4200 Series""",269
"""INTEL  Class 4 Intel Mesa Intel(R) UHD Graphics 630 (CFL GT2)""",268
"""INTEL  Class 5 Intel Intel(R) Iris(R) Graphics 540""",267
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) Vega 3 Mobile Graphics""",267
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 8550G""",267
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 3870""",266
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon(TM) R7 200 Series Graphics""",265
"""ATI    Class 5 ATI Technologies Inc. Radeon R7 250""",265
"""ATI    Class 3 ATI Technologies Inc. Radeon (TM) R5 M430""",263
"""INTEL  Class 4 Intel Intel(R) HD Graphics 610""",259
"""INTEL  Class 0 Intel Intel(R) HD Graphics""",259
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 7450""",259
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 7560D""",259
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon(TM) RX560""",259
"""ATI    Class 4 ATI Technologies Inc. ATI FirePro V (FireGL V) Graphics Adapter""",258
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 520M/PCI/SSE2""",258
"""ATI    Class 5 ATI Technologies Inc. ATI FirePro V (FireGL V) Graphics Adapter""",258
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon RX 5700 XT 50th Anniversary""",257
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon RX Vega 11 Graphics""",257
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 5500 Series""",256
"""NVIDIA Class 3 NVIDIA Corporation NVS 5100M/PCIe/SSE2""",255
"""NVIDIA Class 3 NVIDIA Corporation GeForce 920M/PCIe/SSE2""",254
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7340 Graphics""",253
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 4650""",253
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7650M""",253
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 6410D""",252
"""NVIDIA Class 4 NVIDIA Corporation GeForce MX250/PCIe/SSE2""",252
"""NVIDIA Class 3 NVIDIA Corporation GeForce 930M/PCIe/SSE2""",251
"""NVIDIA Class 4 NVIDIA Corporation GeForce 830A/PCIe/SSE2""",250
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 8790M""",250
"""NVIDIA Class 3 NVIDIA Corporation GeForce MX350/PCIe/SSE2""",249
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon R7 350 Series""",249
"""NVIDIA Class 5 NVIDIA Corporation NVIDIA GeForce GTX 1060 5GB/PCIe/SSE2""",248
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 7290 Graphics""",248
"""INTEL  Class 1 Intel Intel(R) G41 Express Chipset""",248
"""NVIDIA Class 2 NVIDIA Corporation GeForce GTX 1650/PCIe/SSE2""",247
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 6620G""",247
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R7 Series""",247
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon (TM) R5 M330""",246
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce MX330/PCIe/SSE2""",245
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon HD 6900M Series""",245
"""MISC   Class 1 Red Hat virgl""",244
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 650M/PCIe/SSE2""",244
"""NVIDIA Class 3 NVIDIA Corporation GeForce 810M/PCIe/SSE2""",244
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 5870 OpenGL Engine""",243
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon  R7 240""",243
"""NVIDIA Class -1 NVIDIA Corporation NVIDIA GeForce GTX 1050 Ti/PCIe/SSE2""",242
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 735M/PCIe/SSE2""",241
"""ATI    Class 5 ATI Technologies Inc. AMD 15D8:C8""",241
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 6550D""",240
"""MISC   Class 5 AMD Radeon RX550/550 Series (POLARIS12, DRM 3.41.0, 5.10.0-10-amd64, LLVM 11.0.1)""",239
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 540M/PCI/SSE2""",238
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 1050 Ti/PCIe/SSE2""",237
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon (TM) R7 M340""",237
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 1060 6GB/PCIe/SSE2""",237
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 3600 Series""",237
"""ATI    Class 4 ATI Technologies Inc. Radeon(TM) 540X""",236
"""NVIDIA Class 2 NVIDIA Corporation GeForce 820M/PCIe/SSE2""",236
"""NVIDIA Class 3 NVIDIA Corporation GeForce 605/PCIe/SSE2""",233
"""INTEL  Class 3 Intel Mesa Intel(R) UHD Graphics 630 (CML GT2)""",232
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 320/PCIe/SSE2""",232
"""NVIDIA Class 5 NVIDIA Corporation TITAN Xp/PCIe/SSE2""",232
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX 950A/PCIe/SSE2""",231
"""INTEL  Class 3 Intel Inc. Intel(R) Iris(TM) Graphics 650""",231
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce MX110/PCIe/SSE2""",231
"""NVIDIA Class 5 NVIDIA Corporation NVIDIA T1000/PCIe/SSE2""",231
"""INTEL  Class 3 Intel Mesa Intel(R) Xe Graphics (TGL GT2)""",230
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 980 Ti/PCIe/SSE2""",230
"""NVIDIA Class 2 NVIDIA Corporation GeForce GT 730/PCIe/SSE2""",230
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 550 Ti/PCI/SSE2""",229
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) R5 M320""",229
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon (TM) R7 340""",228
"""ATI    Class 5 ATI Technologies Inc. Radeon (TM) RX 570""",228
"""NVIDIA Class 2 NVIDIA Corporation GeForce GT 520M/PCIe/SSE2""",228
"""INTEL  Class 1 Intel Open Source Technology Center Mesa DRI Intel(R) Ivybridge Desktop """,228
"""ATI    Class 2 ATI Technologies Inc. AMD Mobility Radeon HD 5000 Series""",227
"""NVIDIA Class 1 NVIDIA Corporation GeForce 210/PCIe/SSE2""",226
"""ATI    Class 4 ATI Technologies Inc. AMD FirePro W4170M""",225
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 8750M""",225
"""NVIDIA Class 5 NVIDIA Corporation NVIDIA T500/PCIe/SSE2""",223
"""NVIDIA Class 1 NVIDIA Corporation GeForce 6150SE nForce 430/integrated/SSE2""",223
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce MX230/PCIe/SSE2""",223
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 7540D""",223
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R5 M255""",222
"""MISC   Class 5 AMD AMD Radeon RX Vega (VEGA10, DRM 3.42.0, 5.15.13-arch1-1, LLVM 13.0.0)""",222
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 8600M Series""",221
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GTX 1050 Ti/PCIe/SSE2""",220
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 5600/5700""",218
"""NVIDIA Class 4 NVIDIA Corporation NVIDIA GeForce 920M/PCIe/SSE2""",218
"""NVIDIA Class 3 NVIDIA Corporation Quadro M2000M/PCIe/SSE2""",217
"""INTEL  Class 4 Intel Intel(R) LakeField Mobile Graphics Controller""",216
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 660/PCIe/SSE2""",215
"""NVIDIA Class 5 NVIDIA Corporation Quadro RTX 5000 with Max-Q Design/PCIe/SSE2""",215
"""ATI    Class 3 ATI Technologies Inc. AMD Mobility Radeon HD 5000""",214
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon(TM) R9 M375""",214
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon (TM) RX 560X""",214
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon (TM) R7 M260""",213
"""NVIDIA Class 5 NVIDIA Corporation Quadro M3000M/PCIe/SSE2""",212
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 220M/PCIe/SSE2""",212
"""NVIDIA Class 2 NVIDIA Corporation GeForce GT 710/PCIe/SSE2""",212
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R7 A265""",212
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) Vega 10 Graphics""",212
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 6530D Graphics """,211
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon Pro 5700 XT""",210
"""ATI    Class 5 ATI Technologies Inc. Radeon(TM) RX 580X""",209
"""NVIDIA Class 4 NVIDIA Corporation /PCIe/SSE2""",209
"""ATI    Class 4 ATI Technologies Inc. Radeon 500 Series""",209
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 8670D""",209
