GPU,CNT
"""ATI    Class -1 ATI Technologies Inc. Radeon RX550/550 Series""",15
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 770/PCIe/SSE2""",15
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon (TM) RX 580""",15
"""MISC   Class 4 X.Org AMD RAVEN2 (DRM 3.38.0, 5.8.0-38-generic, LLVM 11.0.0)""",15
"""NVIDIA Class 2 NVIDIA Corporation GeForce GTX 560 Ti/PCIe/SSE2""",15
"""MISC   Class 5 AMD Radeon RX Vega (VEGA10, DRM 3.40.0, 5.10.13-zen1-1-zen, LLVM 11.0.1)""",15
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce 9800 GT OpenGL Engine""",15
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 6470M                  """,15
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 8240""",15
"""NVIDIA Class 1 NVIDIA Corporation GeForce GT 525M/PCIe/SSE2""",15
"""NVIDIA Class 0 NVIDIA Corporation GeForce RTX 2070 with Max-Q Design/PCIe/SSE2""",15
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 260M/PCIe/SSE2""",15
"""MISC   Class 2 X.Org AMD KABINI (DRM 2.50.0, 4.15.0-135-generic, LLVM 9.0.0)""",15
"""MISC   Class 2 Mesa/X.org llvmpipe (LLVM 11.0.0, 256 bits)""",15
"""MISC   Class 5 AMD AMD Radeon RX 5700 (NAVI10, DRM 3.40.0, 5.10.17-xanmod1, LLVM 11.0.1)""",15
"""MISC   Class 4 X.Org AMD RAVEN (DRM 3.38.0, 5.8.0-38-generic, LLVM 10.0.0)""",15
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon RX 5700 OpenGL Engine""",15
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon(TM) Vega 6 Graphics """,15
"""ATI    Class 3 ATI Technologies Inc. AMD FirePro W5170M""",15
"""MISC   Class 1 X.Org AMD RS880 (DRM 2.50.0 / 5.10.12-1-default, LLVM 11.0.1)""",15
"""INTEL  Class 1 Intel Intel(R) HD Graphics 4000""",14
"""ATI    Class 4 ATI Technologies Inc. ATI Radeon HD 5700 Series""",14
"""INTEL  Class 3 Parallels and Intel Inc. Parallels using Intel HD Graphics 3000 OpenGL Engine (Compat)""",14
"""NVIDIA Class 1 NVIDIA Corporation GeForce GT 520/PCIe/SSE2""",14
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon Pro WX 2100""",14
"""MISC   Class 5 AMD AMD Radeon (TM) RX 480 Graphics (POLARIS10, DRM 3.40.0, 5.10.7-1-default, LLVM 11.0.1)""",14
"""MISC   Class 0 Mesa/X.org llvmpipe (LLVM 11.0.1, 256 bits)""",14
"""MISC   Class 3 X.Org AMD Radeon R6 Graphics (CARRIZO, DRM 3.35.0, 5.4.0-66-generic, LLVM 11.0.0)""",14
"""NVIDIA Class 3 NVIDIA Corporation Quadro 2000D/PCIe/SSE2""",14
"""MISC   Class 5 AMD AMD Radeon RX 5700 (NAVI10, DRM 3.40.0, 5.10.13-xanmod1, LLVM 11.0.1)""",14
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 4300/4500 Series""",14
"""MISC   Class 5 AMD Radeon RX 580 Series (POLARIS10, DRM 3.40.0, 5.10.16-200.fc33.x86_64, LLVM 11.0.0)""",14
"""MISC   Class 4 X.Org Radeon RX550/550 Series (POLARIS12, DRM 3.38.0, 5.8.0-43-generic, LLVM 11.0.0)""",14
"""INTEL  Class 5 Intel Mesa Intel(R) Xe Graphics (TGL GT2)""",14
"""MISC   Class 5 X.Org Radeon RX 580 Series (POLARIS10, DRM 3.27.0, 4.19.0-14-amd64, LLVM 7.0.1)""",14
"""MISC   Class 5 X.Org AMD CAYMAN (DRM 2.50.0 / 5.10.7-200.fc33.x86_64, LLVM 11.0.0)""",14
"""INTEL  Class 1 Intel Open Source Technology Center Mesa DRI Intel(R) UHD Graphics 600 (GLK 2)""",14
"""MISC   Class 5 AMD AMD SIENNA_CICHLID (DRM 3.40.0, 5.10.15-1-MANJARO, LLVM 11.0.1)""",14
"""MISC   Class 5 X.Org Radeon RX 580 Series (POLARIS10, DRM 3.40.0, 5.10.11-gentoo-Gprime, LLVM 11.0.0)""",14
"""MISC   Class 1 X.Org AMD PALM (DRM 2.50.0 / 4.15.0-132-generic, LLVM 6.0.0)""",14
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon HD 7400M Series""",14
"""INTEL  Class 1 Intel Open Source Technology Center Mesa DRI Intel(R) HD Graphics 4200 (HSW GT2)""",14
"""INTEL  Class 5 Intel Intel(R) Iris(TM) Graphics 550""",14
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 7900 Series""",14
"""ATI    Class 3 ATI Technologies Inc. AMD Ryzen 7 2700U with Radeon Vega Graphics""",14
"""MISC   Class 3 X.Org AMD REDWOOD (DRM 2.50.0 / 4.19.0-14-amd64, LLVM 7.0.1)""",14
"""ATI    Class 4 ATI Technologies Inc. Radeon(TM) RX 460 Graphics """,14
"""ATI    Class 0 ATI Technologies Inc. Radeon RX Vega""",14
"""NVIDIA Class 4 NVIDIA Corporation GeForce GT 220/PCIe/SSE2/3DNOW!""",14
"""MISC   Class 3 X.Org Radeon RX 580 Series (POLARIS10, DRM 3.38.0, 5.8.0-43-generic, LLVM 11.0.0)""",14
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon Pro WX 3100""",14
"""MISC   Class 5 X.Org Radeon RX Vega (VEGA10, DRM 3.40.0, 5.10.0-10.1-liquorix-amd64, LLVM 10.0.0)""",14
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R7 M365X""",14
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon (TM) R7 M460""",14
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) RX Vega11 Graphics""",14
"""MISC   Class 2 X.Org AMD TURKS (DRM 2.50.0 / 5.4.0-65-generic, LLVM 10.0.0)""",14
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R9 200 Series""",14
"""INTEL  Class 3 Intel Mesa Intel(R) Iris(R) Plus Graphics 640 (Kaby Lake GT3e) (KBL GT3)""",14
"""MISC   Class 5 X.Org AMD RAVEN (DRM 3.38.0, 5.8.0-41-generic, LLVM 11.0.0)""",14
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 6480G""",14
"""NVIDIA GeForce 9500""",14
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon HD 7520G""",14
"""INTEL  Class 3 Intel Mesa Intel(R) Iris(R) Plus Graphics 650 (Kaby Lake GT3e) (KBL GT3)""",14
"""MISC   Class 4 X.Org AMD RAVEN2 (DRM 3.35.0, 5.4.0-65-generic, LLVM 11.0.0)""",14
"""MISC   Class 3 X.Org AMD CAICOS (DRM 2.50.0 / 4.15.0-135-generic, LLVM 10.0.0)""",14
"""NVIDIA Class 1 NVIDIA Corporation GeForce 9500 GT/PCIe/SSE2""",13
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon(TM) HD 6480G                     """,13
"""MISC   Class 1 X.Org AMD RV730 (DRM 2.50.0 / 5.4.0-59-generic, LLVM 10.0.0)""",13
"""NVIDIA Class 5 NVIDIA Corporation GeForce GT 645/PCIe/SSE2""",13
"""NVIDIA Class 1 NVIDIA Corporation GeForce RTX 3080/PCIe/SSE2""",13
"""MISC   Class 5 X.Org AMD ARUBA (DRM 2.50.0 / 5.3.18-lp152.19-default, LLVM 9.0.1)""",13
"""NVIDIA Class 2 NVIDIA Corporation GeForce 920MX/PCIe/SSE2""",13
"""ATI    Class 1 ATI Technologies Inc. Radeon X1650 Series""",13
"""NVIDIA Class 2 NVIDIA Corporation GeForce GT 220/PCIe/SSE2/3DNOW!""",13
"""MISC   Class 5 AMD AMD Radeon (TM) RX 470 Graphics (POLARIS10, DRM 3.35.0, 5.4.97-1-MANJARO, LLVM 11.0.1)""",13
"""ATI    Class 4 ATI Technologies Inc. Radeon (TM) RX 460""",13
"""MISC   Class 1 X.Org AMD RV770 (DRM 2.50.0 / 5.4.0-65-generic, LLVM 6.0.0)""",13
"""MISC   Class 5 X.Org Radeon RX 5500 XT (NAVI14, DRM 3.38.0, 5.8.0-44-generic, LLVM 11.0.0)""",13
"""MISC   Class 5 AMD AMD Radeon RX 5700 XT 50th Anniversary (NAVI10, DRM 3.40.0, 5.10.8-arch1-1, LLVM 11.0.1)""",13
"""MISC   Class 5 AMD AMD Radeon RX 5700 (NAVI10, DRM 3.40.0, 5.10.18-xanmod1, LLVM 11.1.0)""",13
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 8650G + 8750M Dual Graphics""",13
"""MISC   Class 3 AMD AMD Radeon(TM) Vega 8 Graphics (RAVEN, DRM 3.35.0, 5.4.89-gentoo-thinkpad-E485, LLVM 11.0.1)""",13
"""ATI    Class 2 ATI Technologies Inc. Radeon (TM) R7 M445""",13
"""MISC   Class 4 X.Org AMD ARUBA (DRM 2.50.0 / 5.4.0-65-generic, LLVM 10.0.0)""",13
"""MISC   Class 5 AMD AMD SIENNA_CICHLID (DRM 3.40.0, 5.10.16-arch1-1, LLVM 11.1.0)""",13
"""MISC   Class 5 AMD Radeon RX 580 Series (POLARIS10, DRM 3.35.0, 5.4.97-1-MANJARO, LLVM 11.0.1)""",13
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon (TM) R8 M435DX""",13
"""NVIDIA Class 2 NVIDIA Corporation GeForce GT 440/PCIe/SSE2""",13
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon(TM) RX Vega 10 Graphics """,13
"""MISC   Class 4 AMD AMD Radeon(TM) Vega 10 Graphics (RAVEN, DRM 3.40.0, 5.10.16-arch1-1, LLVM 11.1.0)""",13
"""MISC   Class 5 AMD Radeon RX 570 Series (POLARIS10, DRM 3.40.0, 5.10.9-gentoo-x86_64, LLVM 11.0.0)""",13
"""MISC   Class 5 X.Org AMD Radeon RX 5600 XT (NAVI10, DRM 3.36.0, 5.6.0-1047-oem, LLVM 11.0.0)""",13
"""MISC   Class 2 X.Org AMD KAVERI (DRM 2.50.0, 5.4.0-65-generic, LLVM 10.0.0)""",13
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 560/PCIe/SSE2""",13
"""NVIDIA Class 3 NVIDIA Corporation Quadro K3100M/PCIe/SSE2""",13
"""NVIDIA Class 1 NVIDIA Corporation Quadro 1000M/PCIe/SSE2""",13
"""MISC   Class 5 X.Org Radeon RX 580 Series (POLARIS10, DRM 3.35.0, 5.4.0-58-generic, LLVM 11.0.0)""",13
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon(TM) Vega 8 Graphics """,13
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 1080 Ti/PCIe/SSE2""",13
"""NVIDIA Class 1 NVIDIA Corporation GeForce 7025 / nForce 630a/integrated/SSE2/3DNOW!""",13
"""NVIDIA Class -1 NVIDIA Corporation GeForce GTX 1650 SUPER/PCIe/SSE2""",13
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon HD 6290 Graphics""",13
"""MISC   Class 5 AMD AMD PITCAIRN (DRM 2.50.0, 5.9.14-arch1-1, LLVM 11.0.0)""",13
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 675MX/PCIe/SSE2""",13
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon(TM) Vega 3 Graphics """,13
"""NVIDIA Class 2 NVIDIA Corporation GeForce GTX 460M/PCIe/SSE2""",13
"""MISC   Class 3 X.Org AMD TURKS (DRM 2.50.0 / 5.4.0-66-generic, LLVM 11.0.0)""",13
"""ATI    Class 3 ATI Technologies Inc. KV SPECTRE DESKTOP 65W/100W (130F)""",13
"""MISC   Class 5 AMD Radeon RX 550 Series (POLARIS11, DRM 3.40.0, 5.10.15-1-MANJARO, LLVM 11.0.1)""",13
"""NVIDIA Class 5 NVIDIA Corporation GeForce 920M/PCIe/SSE2""",13
"""MISC   Class 5 X.Org AMD VEGA20 (DRM 3.40.0, 5.10.13-xanmod1, LLVM 7.0.1)""",13
"""NVIDIA Class -1 NVIDIA Corporation GeForce GT 1030/PCIe/SSE2""",13
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon(TM) Vega 3 Graphics """,13
"""ATI    Class 4 ATI Technologies Inc. ATI Radeon HD 4700 Series""",13
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GTX 570 OpenGL Engine""",13
"""MISC   Class 4 X.Org AMD ARUBA (DRM 2.50.0 / 5.4.0-62-generic, LLVM 11.0.0)""",13
"""MISC   Class 5 AMD Radeon RX 570 Series (POLARIS10, DRM 3.40.0, 5.10.11-arch1-1, LLVM 11.0.1)""",13
"""MISC   Class 5 X.Org AMD CAYMAN (DRM 2.50.0 / 5.4.0-66-generic, LLVM 10.0.0)""",13
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon 3000 Graphics""",13
"""NVIDIA Class 2 NVIDIA Corporation GeForce GT 755M/PCIe/SSE2""",13
"""NVIDIA GeForce 8800""",13
"""INTEL  Class 1 Intel Intel(R) B43 Express Chipset""",13
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon (TM) R8 M435DX""",13
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 5670""",12
"""ATI    Class -1 ATI Technologies Inc. Radeon(TM) RX 460 Graphics""",12
"""MISC   Class 5 X.Org Radeon RX 580 Series (POLARIS10, DRM 3.40.0, 5.10.16-gentoo-Gprime, LLVM 11.0.0)""",12
"""MISC   Class 5 AMD AMD PITCAIRN (DRM 2.50.0, 5.9.16-1-MANJARO, LLVM 11.0.1)""",12
"""INTEL  Class 0 Intel Intel(R) HD Graphics 4400""",12
"""NVIDIA Class 2 NVIDIA Corporation GeForce GTX 650 Ti/PCIe/SSE2""",12
"""ATI    Class 4 ATI Technologies Inc. RadeonT RX 460""",12
"""NVIDIA Class 0 NVIDIA Corporation GeForce 8600M GT/PCI/SSE2""",12
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 755M/PCIe/SSE2""",12
"""ATI    Class 1 ATI Technologies Inc. ATI Radeon HD 4250""",12
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 645/PCIe/SSE2""",12
"""MISC   Class 3 X.Org AMD RAVEN (DRM 3.35.0, 5.4.0-58-generic, LLVM 11.0.0)""",12
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 1070 with Max-Q Design/PCIe/SSE2""",12
"""MISC   Class 4 AMD AMD Radeon(TM) Vega 8 Graphics (RAVEN, DRM 3.40.0, 5.10.16-zen1-1-zen, LLVM 11.0.1)""",12
"""MISC   Class 5 X.Org AMD Radeon (TM) Pro WX 3200 Series (POLARIS12, DRM 3.35.0, 5.4.0-65-generic, LLVM 10.0.0)""",12
"""NVIDIA Class 3 NVIDIA Corporation Quadro P3200/PCIe/SSE2""",12
"""INTEL  Class 1 Intel Intel(R) HD Graphics 620""",12
"""NVIDIA Class 2 NVIDIA Corporation Quadro NVS 140M/PCIe/SSE2""",12
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon HD 8470D""",12
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon HD 7470""",12
"""MISC   Class 2 AMD AMD Radeon(TM) Vega 8 Graphics (RAVEN, DRM 3.35.0, 5.4.97-gentoo-thinkpad-E485, LLVM 11.0.1)""",12
"""ATI    Class 5 ATI Technologies Inc. AMD 15D8:CC""",12
"""ATI    Class 2 ATI Technologies Inc. RS880""",12
"""ATI    Class 5 ATI Technologies Inc. ASUS EAH6770 Series""",12
"""MISC   Class 3 X.Org AMD CAICOS (DRM 2.50.0 / 5.4.0-66-generic, LLVM 10.0.0)""",12
"""NVIDIA Class 0 NVIDIA Corporation GeForce 8400 GS/PCIe/SSE2""",12
"""MISC   Class 5 X.Org AMD Radeon RX 5700 XT (NAVI10, DRM 3.38.0, 5.8.0-44-generic, LLVM 11.0.0)""",12
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 3300 Graphics""",12
"""NVIDIA Class 2 NVIDIA Corporation GeForce GTX 950M/PCIe/SSE2""",12
"""INTEL  Class 4 Intel Mesa Intel(R) HD Graphics 520 (SKL GT2)""",12
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 6750M""",12
"""MISC   Class 3 X.Org AMD OLAND (DRM 2.50.0, 5.4.99, LLVM 10.0.0)""",12
"""MISC   Class 1 X.Org AMD CEDAR (DRM 2.50.0 / 5.4.0-65-generic, LLVM 11.0.0)""",12
"""MISC   Class 5 AMD Radeon RX Vega (VEGA10, DRM 3.40.0, 5.10.12_1, LLVM 11.0.0)""",12
"""MISC   Class 3 X.Org AMD RAVEN (DRM 3.38.0, 5.8.0-44-generic, LLVM 11.0.0)""",12
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon (TM) 630""",12
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 5630""",12
"""NVIDIA Class 5 NVIDIA Corporation GeForce 8800 GT/PCIe/SSE2""",12
"""MISC   Class 4 X.Org AMD RAVEN (DRM 3.40.0, 5.11.0-051100rc6-generic, LLVM 11.0.0)""",12
"""NVIDIA Class 0 NVIDIA Corporation GeForce GT 710/PCIe/SSE2""",12
"""MISC   Class 4 X.Org AMD Radeon(TM) Vega 10 Graphics (RAVEN, DRM 3.38.0, 5.8.18-1-MANJARO, LLVM 11.0.0)""",12
"""MISC   Class 3 AMD AMD STONEY (DRM 3.40.0, 5.10.15-1-MANJARO, LLVM 11.0.1)""",12
"""INTEL  Class 0 Intel Intel(R) UHD Graphics 620""",12
"""ATI    Class 5 ATI Technologies Inc. AMD FirePro D700 (FireGL V)""",12
"""MISC   Class 5 AMD AMD SIENNA_CICHLID (DRM 3.40.0, 5.11.1-arch1-1, LLVM 11.1.0)""",12
"""MISC   Class 5 AMD AMD Radeon RX 5700 XT (NAVI10, DRM 3.38.0, 5.8.0-41-generic, LLVM 11.0.0)""",12
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon (TM) R9 360 Series""",12
"""ATI    Class 3 ATI Technologies Inc. ATI Mobility Radeon HD 4300/4500 Series""",12
"""ATI    Class 5 ATI Technologies Inc. AMD FirePro M5100""",12
"""MISC   Class 5 AMD Radeon RX 580 Series (POLARIS10, DRM 3.40.0, 5.10.16-arch1-1, LLVM 11.1.0)""",12
"""NVIDIA Class 5 NVIDIA Corporation GRID GTX P40-6/PCI/SSE2""",12
"""MISC   Class 5 AMD Radeon RX 570 Series (POLARIS10, DRM 3.35.0, 5.4.0-65-generic, LLVM 11.0.1)""",12
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 6250 Graphics        """,12
"""MISC   Class 5 nouveau NVF1""",12
"""MISC   Class 5 AMD Radeon RX 590 Series (POLARIS10, DRM 3.40.0, 5.10.12-171.current, LLVM 10.0.1)""",12
"""INTEL  Class 3 Intel Intel(R) UHD Graphics P630""",12
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon RX 5700 XT""",12
"""NVIDIA Class 1 NVIDIA Corporation GeForce 7300 GS/PCIe/SSE2""",12
"""INTEL  Class 4 Intel Mesa Intel(R) Iris(R) Graphics 540 (SKL GT3)""",12
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 570/PCIe/SSE2""",12
"""NVIDIA Class 4 NVIDIA Corporation GeForce GT 520MX/PCIe/SSE2""",12
"""ATI    Class 4 ATI Technologies Inc. Radeon RX Vega""",12
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R9 360""",12
"""ATI    Class 0 ATI Technologies Inc. ATI Mobility Radeon HD 2400 XT          """,11
"""MISC   Class 5 AMD Radeon RX 570 Series (POLARIS10, DRM 3.40.0, 5.10.13-2-MANJARO, LLVM 11.0.1)""",11
"""MISC   Class 5 X.Org Radeon RX 580 Series (POLARIS10, DRM 3.35.0, 5.4.0-62-generic, LLVM 11.0.0)""",11
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon(TM) HD 6380G                   """,11
"""INTEL  Class 1 Intel Intel(R) HD Graphics 2500""",11
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon (TM) R7 M370""",11
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon(TM) Vega 6 Graphics""",11
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX 560 Ti/PCI/SSE2""",11
"""MISC   Class 4 AMD AMD Radeon(TM) Vega 3 Graphics (RAVEN2, DRM 3.40.0, 5.10.16-arch1-1, LLVM 11.1.0)""",11
"""MISC   Class 3 X.Org AMD HAINAN (DRM 2.50.0, 5.8.0-25-generic, LLVM 11.0.0)""",11
"""MISC   Class 4 AMD AMD Radeon(TM) Vega 8 Graphics (RAVEN, DRM 3.40.0, 5.10.16-zen1-1-zen, LLVM 11.1.0)""",11
"""ATI    Class 4 ATI Technologies Inc. TRINITY DEVASTATOR MOBILE""",11
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon(TM) R7 Graphics""",11
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) RX540""",11
"""MISC   Class 5 AMD Radeon RX 580 Series (POLARIS10, DRM 3.19.0, 4.14.215-1-MANJARO, LLVM 11.0.1)""",11
"""MISC   Class 5 X.Org Radeon RX 560 Series (POLARIS11, DRM 3.38.0, 5.8.0-41-generic, LLVM 11.0.0)""",11
"""MISC   Class 5 AMD AMD Radeon HD 7700 Series (VERDE, DRM 3.23.0, 4.15.0-135-generic, LLVM 10.0.1)""",11
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 8650G + 8750M Dual Graphics""",11
"""NVIDIA Class 2 NVIDIA Corporation GeForce 510/PCIe/SSE2""",11
"""ATI    Class 1 ATI Technologies Inc. AMD Mobility Radeon HD 5000 Series""",11
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R7 Series""",11
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 8650G + 8500M Dual Graphics""",11
"""NVIDIA Class 2 NVIDIA Corporation GeForce GT 220/PCIe/SSE2""",11
"""MISC   Class 5 AMD Radeon RX 570 Series (POLARIS10, DRM 3.40.0, 5.10.16-arch1-1, LLVM 11.0.1)""",11
"""MISC   Class 4 X.Org AMD RENOIR (DRM 3.38.0, 5.8.0-43-generic, LLVM 11.0.0)""",11
"""NVIDIA GeForce 8400""",11
"""MISC   Class 5 X.Org Radeon RX 570 Series (POLARIS10, DRM 3.38.0, 5.8.0-41-generic, LLVM 11.0.0)""",11
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon (TM) 535DX""",11
"""MISC   Class 5 AMD Radeon RX Vega (VEGA10, DRM 3.40.0, 5.10.12-zen1-1-zen, LLVM 11.0.1)""",11
"""NVIDIA Class 2 NVIDIA Corporation GeForce MX350/PCIe/SSE2""",11
"""ATI    Class 5 ATI Technologies Inc. ASUS R7 370 Series""",11
"""MISC   Class 5 AMD AMD Radeon RX 5700 XT (NAVI10, DRM 3.35.0, 5.4.0-65-generic, LLVM 11.0.0)""",11
"""MISC   Class 3 AMD AMD KAVERI (DRM 2.50.0, 5.4.0-66-generic, LLVM 11.0.1)""",11
"""NVIDIA Class 1 NVIDIA Corporation GeForce RTX 2070 with Max-Q Design/PCIe/SSE2""",11
"""MISC   Class 1 Parallels and ATI Technologies Inc. Parallels using AMD Radeon R9 M370X OpenGL Engine""",11
"""NVIDIA Class 1 NVIDIA Corporation GeForce GTX 1650/PCIe/SSE2""",11
"""NVIDIA Class 0 NVIDIA Corporation GeForce RTX 2080 SUPER/PCIe/SSE2""",11
"""NVIDIA Class 5 NVIDIA Corporation NVIDIA GeForce GTX 1650/PCIe/SSE2""",11
"""MISC   Class 5 X.Org Radeon RX 570 Series (POLARIS10, DRM 3.39.0, 5.9.0-5mx-amd64, LLVM 10.0.0)""",11
"""MISC   Class 1 X.Org AMD RV710 (DRM 2.50.0 / 4.19.0-13-amd64, LLVM 7.0.1)""",11
"""NVIDIA Class 2 NVIDIA Corporation Quadro K3000M/PCIe/SSE2""",11
"""NVIDIA Class 1 NVIDIA Corporation GeForce 610M/PCIe/SSE2""",11
"""MISC   Class 5 X.Org AMD Radeon RX 5700 XT (NAVI10, DRM 3.38.0, 5.8.0-44-generic, LLVM 10.0.1)""",11
"""NVIDIA Class 2 NVIDIA Corporation GeForce 9500 GT/PCI/SSE2""",11
"""NVIDIA Class 1 NVIDIA Corporation GeForce GTX 980/PCIe/SSE2""",11
"""ATI    Class 2 ATI Technologies Inc. ATI Radeon HD 6250""",11
"""ATI    Class 3 ATI Technologies Inc. Radeon (TM) RX 480 Graphics""",11
"""INTEL  Class 3 Intel Mesa Intel(R) Iris(R) Plus Graphics 655 (CFL GT3)""",11
"""NVIDIA Class 3 NVIDIA GTX 650""",11
"""ATI    Class 4 ATI Technologies Inc. AMD FirePro W4170M (FireGL V)""",11
"""MISC   Class 2 AMD AMD STONEY (DRM 3.40.0, 5.10.15-1-MANJARO, LLVM 11.0.1)""",11
"""ATI    Class 3 ATI Technologies Inc. ATI Mobility Radeon HD 4670""",11
"""NVIDIA Class -1 NVIDIA Corporation GeForce GTX 1070 Ti/PCIe/SSE2""",11
"""NVIDIA Class 3 NVIDIA Corporation /PCIe/SSE2""",11
"""MISC   Class 4 AMD AMD Radeon(TM) Vega 8 Graphics (RAVEN, DRM 3.36.0, 4.18.0-269.el8.x86_64, LLVM 11.0.0)""",11
"""MISC   Class 5 X.Org AMD Radeon (TM) R9 380 Series (TONGA, DRM 3.38.0, 5.8.0-44-generic, LLVM 11.0.0)""",11
"""NVIDIA Class 0 NVIDIA Corporation GeForce 9400 GT/PCIe/SSE2""",11
"""NVIDIA Class 1 NVIDIA Corporation GeForce GT 620/PCIe/SSE2""",11
"""NVIDIA Class 1 NVIDIA Corporation GeForce GT 720/PCIe/SSE2""",11
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 6290M""",11
"""NVIDIA Class 2 NVIDIA Corporation GeForce GTX 1070/PCIe/SSE2""",11
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 7660G + HD 7700M Dual Graphics""",11
"""NVIDIA Class 2 NVIDIA Corporation GeForce GT 635/PCIe/SSE2""",11
"""ATI    Class 0 ATI Technologies Inc. ATI Radeon X1250 """,11
"""NVIDIA Class 0 NVIDIA Corporation GeForce GTX 950/PCIe/SSE2""",10
"""INTEL  Class 1 Intel Open Source Technology Center Mesa DRI Intel(R) Iris(R) Graphics 5100 (HSW GT3)""",10
"""INTEL  Class 2 Intel Mesa Intel(R) UHD Graphics 620 (WHL GT2)""",10
"""ATI    Class 3 ATI Technologies Inc. Radeon (TM) RX 550""",10
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon HD 8180""",10
"""ATI    Class 2 ATI Technologies Inc. ATI Radeon HD 3200 Graphics  """,10
"""MISC   Class 5 AMD Radeon RX 580 Series (POLARIS10, DRM 3.40.0, 5.10.1-gentoo-r1-x86_64, LLVM 11.1.0)""",10
"""ATI    Class 2 ATI Technologies Inc. AMD 760G""",10
"""MISC   Class 5 AMD AMD Radeon RX 5700 XT (NAVI10, DRM 3.40.0, 5.10.10, LLVM 11.0.1)""",10
"""MISC   Class 2 X.Org AMD KABINI (DRM 2.50.0, 4.15.0-136-generic, LLVM 9.0.0)""",10
"""MISC   Class 5 AMD Radeon RX 580 Series (POLARIS10, DRM 3.40.0, 5.10.12-gentoo-x86_64, LLVM 11.0.1)""",10
"""ATI    Class 2 ATI Technologies Inc. ATI Mobility Radeon HD 4850""",10
"""MISC   Class 5 Parallels and ATI Technologies Inc. Parallels using AMD Radeon Pro 560 OpenGL Engine (Compat)""",10
"""NVIDIA Class 0 NVIDIA Corporation GeForce GTX 960/PCIe/SSE2""",10
"""MISC   Class 5 AMD AMD VEGAM (DRM 3.40.0, 5.10.7-3-MANJARO, LLVM 11.0.1)""",10
